name,database_id,degree_weighted,degree_total,betweenness_unweighted,betweenness_weighted,clustering_unweighted,clustering_weighted,connected_component,role
Andreas Bayer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6366,5,5,0.0,0.0,1.0,0.0476612681308571,0,core
Pauline Bernat,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7704,2,2,0.0,0.0,1.0,0.0434782608695652,288,peripheral
Pauline Delporte,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12873,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Paulo A. C. Aguilar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13282,2,2,0.0,0.0,1.0,0.0434782608695652,26,peripheral
Paulo Alencar 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11057,2,2,0.0,0.0,1.0,0.0434782608695652,457,peripheral
Paulo André da S. Gonçalves,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3833,4,4,0.0,0.0,1.0,0.0453617467383686,0,core
Paulo Anselmo da Mota Silveira Neto,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1526,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Paulo Barbosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3163,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Beckmann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7199,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Paulo Canelas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9942,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Paulo Carreira 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8278,4,4,0.0,0.0,1.0,0.0434782608695652,197,core
Andreas Bergen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7583,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Paulo Fernandes 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3613,3,3,0.0,0.0,1.0,0.0498876749319914,0,core
Paulo Ferreira 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3912,2,2,0.0,0.0,1.0,0.0434782608695652,529,peripheral
Paulo G. G. Queiroz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12563,2,2,0.0,0.0,1.0,0.0434782608695652,471,peripheral
Andreas Bäckevik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11553,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Andreas Dann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:934,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Andreas Dereani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6067,4,4,0.0,0.0,1.0,0.0434782608695652,170,core
Andreas Eich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12022,8,8,0.0,0.0,1.0,0.0434782608695652,52,core
Paulo Salem,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6745,0,0,0.0,0.0,0.0,0.0,1016,broker
Paulo Sérgio Muniz Silva,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7229,2,2,0.0,0.0,1.0,0.0434782608695652,283,peripheral
Paulo Vinicius Cardoso,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13725,2,2,0.0,0.0,1.0,0.0434782608695652,546,peripheral
Paulo de Carvalho 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3447,8,8,0.0,0.0,1.0,0.0434782608695652,57,core
Andreas G. Veneris,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7702,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Pavel Avgustinov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2132,7,7,0.0,0.0,1.0,0.0434782608695652,0,core
Pavel Iatchenii,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9568,16,16,0.0,0.0,1.0,0.0435724351630053,1,core
Pavel Nedvedický,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12729,5,5,0.0,0.0,1.0,0.0457384439121293,0,core
Pavel Panchekha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6694,3,3,0.0,0.0,1.0,0.0434782608695652,127,core
Pavel Parízek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10241,1,1,0.0,0.0,0.0,0.0,724,broker
Pavel Ponomarev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9577,16,16,0.0,0.0,1.0,0.0435724351630053,1,core
Pavel Rapoport,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5790,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Pavel Reich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9632,1,1,0.0,0.0,0.0,0.0,0,broker
Pavithra Sathiyanarayanan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2440,4,4,0.0,0.0,1.0,0.0507246376811594,0,core
Pavle Subotic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:399,2,2,0.0,0.0,1.0,0.0434782608695652,524,peripheral
Pavlin Mavrodiev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3796,3,3,0.0,0.0,1.0,0.0434782608695652,282,core
Pavlina Wurzelová,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2002,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Pavlos Makridis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1717,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Pavlína Wurzel Gonçalves,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1494,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Andreas Gerstlauer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11845,3,3,0.0,0.0,1.0,0.0434782608695652,251,core
Pavol Cerný,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11230,7,7,0.0,0.0,1.0,0.0434782608695652,0,core
Pavol Návrat,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7885,2,3,0.0,0.0,1.0,0.0547791760823857,538,peripheral
Pawan Chowdhary,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3653,4,4,0.0,0.0,1.0,0.0434782608695652,212,core
Pawan Kumar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7096,4,4,0.0,0.0,1.0,0.047245232607172,0,core
Pawel Wójcik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13049,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Payas Awadhutkar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5493,4,4,0.0,0.0,1.0,0.0592323971940963,43,core
Pedro Alves,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1489,1,1,0.0,0.0,0.0,0.0,612,broker
Pedro Arques,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12991,3,3,0.0,0.0,1.0,0.0434782608695652,339,core
Pedro Carrott,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3686,8,8,0.0,0.0,1.0,0.0452553108548287,0,core
Pedro Cruz 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10481,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Hinderks,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10021,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Pedro Fiuza Linhares,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13028,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Pedro Fukuda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4950,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Pedro H. Calais,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11358,1,1,0.0,0.0,0.0,0.0,720,broker
Pedro H. Gaya Wanderley,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13029,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Hotho,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10205,4,4,0.0,0.0,1.0,0.0485664537695817,0,core
Pedro Maia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8798,4,4,0.0,0.0,1.0,0.0504499396383851,0,core
Pedro Martins 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8104,7,7,0.0,0.0,1.0,0.0467632914302631,0,core
Pedro Miranda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5529,1,1,0.0,0.0,0.0,0.0,0,broker
Pedro Rodrigues,4:a207e2fc-2358-4733-aaec-376a2c17a19b:850,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Peggy Gregory,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2988,1,1,0.0,0.0,0.0,0.0,707,broker
Peggy Valcke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13035,6,6,0.0,0.0,1.0,0.0552000841164572,0,core
Pei Ke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12999,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Janker,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2112,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Johnsen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13001,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Katis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2069,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Pei-Hung Lin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12327,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Pei-Yu Sun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11303,2,2,0.0,0.0,1.0,0.0547791760823857,0,peripheral
Peicheng Xie,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4349,6,6,0.0,0.0,1.0,0.0455135380295718,0,core
Andreas L. Opdahl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12223,1,1,0.0,0.0,0.0,0.0,582,broker
Peilun Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1307,5,5,0.0,0.0,1.0,0.0457384439121293,0,core
Andreas L. Symeonidis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1460,2,3,0.0,0.0,1.0,0.0547791760823857,387,peripheral
Andreas Lööw,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1376,1,1,0.0,0.0,0.0,0.0,583,broker
Andreas Martens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10857,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Peishan Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8367,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Pavlogiannis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10694,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Peixuan Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11873,7,7,0.0,0.0,1.0,0.0456308161481977,0,core
Peiyuan Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9861,3,3,0.0,0.0,1.0,0.051991319593742,0,core
Andreas Pleuss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5179,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Pekka Aho,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10758,1,1,0.0,0.0,0.0,0.0,0,broker
Andreas Polze,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13119,4,4,0.0,0.0,1.0,0.0434782608695652,171,core
Pekka Tuuttila,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11046,3,3,0.0,0.0,1.0,0.0434782608695652,297,core
Pelin Çetin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9802,5,5,0.0,0.0,1.0,0.0479550027055461,0,core
Pelle Jakovits,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11957,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Preikschat,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2000,3,3,0.0,0.0,1.0,0.0642713500555256,0,core
Peng Cheng 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8874,6,10,0.0,0.0,1.0,0.0703284363026164,0,core
Andreas Ringlstetter,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5502,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Andreas Seitz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8781,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Peng Huang 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:769,2,2,0.0,0.0,1.0,0.0790052431666147,0,peripheral
Peng Kuang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7212,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Peng Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5311,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Peng Li 0092,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11461,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Andreas Stahlbauer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10876,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Peng Liu 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8437,5,5,0.0,0.0,1.0,0.0482923615293823,0,core
Andreas Steffens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2908,2,2,0.0,0.0,1.0,0.0434782608695652,25,peripheral
Peng Sun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11875,1,1,0.0,0.0,0.0,0.0,0,broker
Peng Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7818,6,6,0.0,0.0,1.0,0.0505559338816074,0,core
Peng Wang 0027,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2597,4,6,0.0,0.0,1.0,0.0582585811563731,214,core
Peng Wu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11715,9,9,0.0,0.0,1.0,0.0560123423962051,0,core
Peng Zhang 0034,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9519,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Pengbo Nie,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5307,9,9,0.0,0.0,1.0,0.0434782608695652,0,core
Pengcheng Ren,4:a207e2fc-2358-4733-aaec-376a2c17a19b:761,5,5,0.0,0.0,1.0,0.0487913596521392,0,core
Pengcheng Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11884,4,4,0.0,0.0,1.0,0.0486230141063528,0,core
Pengcheng Yin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11561,4,4,0.0,0.0,1.0,0.0453617467383686,0,core
Pengcheng Zhang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6738,2,2,0.0,0.0,1.0,0.0434782608695652,508,peripheral
Andreas Stefik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2062,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Pengfei Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13648,1,1,0.0,0.0,0.0,0.0,718,broker
Andreas Ulrich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12568,0,0,0.0,0.0,0.0,0.0,796,broker
Andreas Vorwald,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13137,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Pengnan Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4153,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Andreas Weber 0007,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8209,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Pengyue Si,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9612,5,5,0.0,0.0,1.0,0.0476612681308571,0,core
Per Gunnar Auran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12408,2,2,0.0,0.0,1.0,0.0434782608695652,402,peripheral
Per Gustafsson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4201,11,11,0.0,0.0,1.0,0.0434782608695652,0,core
Per Jonsson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5936,10,10,0.0,0.0,1.0,0.043729392318739,30,core
Andreas Wilhelm,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2993,3,3,0.0,0.0,1.0,0.0434782608695652,252,core
Per Persson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13644,4,4,0.0,0.0,1.0,0.0561003972447954,0,core
Andrei Lascu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3108,1,1,0.0,0.0,0.0,0.0,0,broker
Per van der Wijst,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9547,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Perry Cheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10130,8,8,0.0,0.0,1.0,0.0438818649843088,0,core
Andrei Mituca,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9936,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Perumal Rajaram,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7127,4,4,0.0,0.0,1.0,0.0579124833099169,0,core
Petar Vukmirovic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1053,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Pete Rotella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:149,2,5,0.0,0.0,1.0,0.099540368917681,451,peripheral
Andrei Munteanu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5641,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Peter Alexander,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12145,4,4,0.0,0.0,1.0,0.0453617467383686,25,core
Peter Andras 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8599,1,1,0.0,0.0,0.0,0.0,610,broker
Peter Austing,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7090,5,5,0.0,0.0,1.0,0.0434782608695652,133,core
Peter Bastian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10648,1,1,0.0,0.0,0.0,0.0,653,broker
Andrei Paleyes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10890,2,2,0.0,0.0,1.0,0.0434782608695652,388,peripheral
Peter Choy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10270,15,15,0.0,0.0,1.0,0.0435858886334968,0,core
Peter Devine,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5589,0,0,0.0,0.0,0.0,0.0,1017,broker
Peter E. Sedgewick,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9794,1,1,0.0,0.0,0.0,0.0,531,broker
Andrei Sergeevich Terechko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13082,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Peter Elger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:197,2,2,0.0,0.0,1.0,0.0434782608695652,547,peripheral
Peter Enbrecht,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13509,3,3,0.0,0.0,1.0,0.051991319593742,0,core
Peter Fritzson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11987,0,0,0.0,0.0,0.0,0.0,1018,broker
Peter Gersing,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9244,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Peter Girouard,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7564,3,3,0.0,0.0,1.0,0.0547791760823857,0,core
Andrei Toma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7252,6,6,0.0,0.0,1.0,0.0461244382109344,0,core
Peter Groenwegen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6875,10,10,0.0,0.0,1.0,0.043729392318739,0,core
Peter Kneisel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7569,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Andrej Dyck,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10838,2,2,0.0,0.0,1.0,0.0434782608695652,25,peripheral
Andres Erbsen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4689,11,11,0.0,0.0,1.0,0.0434782608695652,0,core
Peter Newman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1539,5,5,0.0,0.0,1.0,0.0490850942268281,0,core
Peter Oppelt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10416,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Peter Pilgerstorfer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1200,1,1,0.0,0.0,0.0,0.0,0,broker
Peter Plant,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1030,4,4,0.0,0.0,1.0,0.0515017619692604,0,core
Peter R. Pietzuch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8028,1,1,0.0,0.0,0.0,0.0,111,broker
Peter Sanders 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12450,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Peter Seipel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3091,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Peter Sestoft,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4744,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Peter W. Eklund,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5567,5,10,0.0,0.0,1.0,0.0938378394431082,0,core
Peter W. V. Tran-Jørgensen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11236,2,2,0.0,0.0,1.0,0.0627065030568438,292,peripheral
Peter Ziegler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12968,2,2,0.0,0.0,1.0,0.0547791760823857,0,peripheral
Peter Zimmerer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3538,1,1,0.0,0.0,0.0,0.0,255,broker
Petr Babkin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4054,3,3,0.0,0.0,1.0,0.0434782608695652,150,core
Andres-Leonardo Martínez-Ortiz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11919,2,2,0.0,0.0,1.0,0.0434782608695652,389,peripheral
Petr Kubát,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12641,4,4,0.0,0.0,1.0,0.0568606609790416,0,core
Petr Picha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13621,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Andressa Fernandes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13053,3,3,0.0,0.0,1.0,0.0434782608695652,253,core
Petra Heck,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12345,3,3,0.0,0.0,1.0,0.0434782608695652,329,core
Petre-Gabriel Moise,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9630,2,2,0.0,0.0,1.0,0.0434782608695652,482,peripheral
Petre-Sorin Moise,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9631,2,2,0.0,0.0,1.0,0.0434782608695652,482,peripheral
Andrew Anderson 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10191,12,12,0.0,0.0,1.0,0.0434782608695652,0,core
Petros Maniatis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10282,15,15,0.0,0.0,1.0,0.0435858886334968,0,core
Petros Papadopoulos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1297,1,1,0.0,0.0,0.0,0.0,742,broker
Petteri Heino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12670,3,3,0.0,0.0,1.0,0.0434782608695652,147,core
Phat Nguyen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7979,3,3,0.0,0.0,1.0,0.0567091475764114,0,core
Andrew C. Rice,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1019,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Philip Bianco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1769,2,4,0.0,0.0,1.0,0.0869565217391304,0,peripheral
Philip Gray,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9202,0,0,0.0,0.0,0.0,0.0,1019,broker
Philip K. McKinley,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7852,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Philip Koopman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10319,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Philip Oliver,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10306,0,0,0.0,0.0,0.0,0.0,1020,broker
Philip Rogers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2956,4,4,0.0,0.0,1.0,0.0434782608695652,182,core
Philip S. Thomas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9011,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Philip S. Yu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5786,10,10,0.0,0.0,1.0,0.0461657381829577,0,core
Andrew C. Simpson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5774,5,5,0.0,0.0,1.0,0.0434782608695652,112,core
Philipp Bohn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6056,4,4,0.0,0.0,1.0,0.0558088386481663,28,core
Andrew E. Santosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9369,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Philipp Burckhardt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4566,4,4,0.0,0.0,1.0,0.0477347902316536,0,core
Philipp Diebold,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11308,5,5,0.0,0.0,1.0,0.0434782608695652,148,core
Philipp Eibl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11453,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Philipp Foth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8617,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Philipp Gritsch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11458,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Andrew Gacek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2070,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Philipp Haller,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10989,3,3,0.0,0.0,1.0,0.0434782608695652,344,core
Philipp Helle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6069,4,4,0.0,0.0,1.0,0.0434782608695652,170,core
Philipp Lachberger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9238,4,4,0.0,0.0,1.0,0.0466829679007783,0,core
Andrew Hill,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10194,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Andrew J. Malton,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7938,1,1,0.0,0.0,0.0,0.0,584,broker
Philipp Orth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:818,9,9,0.0,0.0,1.0,0.0451294253643149,0,core
Philipp Pobitzer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13311,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Philipp Recke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13885,6,6,0.0,0.0,1.0,0.0484104919810056,0,core
Philipp Rümmer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11479,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Philipp Schleiss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11217,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Philipp Straubinger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8745,1,3,0.0,0.0,0.0,0.0,0,broker
Philipp Wohlgemuth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9727,3,3,0.0,0.0,1.0,0.0434782608695652,62,core
